Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,USCNo,Previousreading,CurrentReading,LastDate,CurrentDate,AddlCharges,TotalAmount,NewAmount,ACDAmount,ArrearAmount,EnergyCharge,FixedCharge,CustCharge,Adjustment,other,scno,name,eroarea,unit
Package-C,ADILABAD,ASIFABAD,KERAMERI,Keli-B,GP,289448,16494543,795,795,22-07-2022,12-08-2022,0,176,1072,250,896,,,,,,61110-00526,FIBER GRID CORPORATION TELANGA,ASIFABAD,0
Package-C,ADILABAD,ASIFABAD,KERAMERI,Keslaguda,GP,288926,16494582,262,262,15-07-2022,17-08-2022,0,175,175,0,0,,,,,,61128-00171,FIBER GRID TELANGANA,ASIFABAD,0
Package-C,ADILABAD,ASIFABAD,WANKDI,DABHA,GP,281952,16494703,969,1025,28-07-2022,18-08-2022,0,641,598,386,-43,,,,,,60452-00072,FIBER GRID CORPORATION TELANGA,ASIFABAD,56
Package-C,ADILABAD,ASIFABAD,WANKDI,JAMBULDHARI,GP,281948,16494706,1500,1533,14-07-2022,05-08-2022,150,495,2441,1120,1946,,,,,,60419-00074,FIBER GRID CORPORATION TELANGA,ASIFABAD,33
Package-C,NIZAMABAD,NIRMAL,LOKESWARAM,LOKESWARAM,GP,195445,16500272,1047,1140,11-07-2022,19-08-2022,150,1107,3097,164,1990,,,,,,61703-02268,TELANGANA FIBER GRID CORPORATI,BHAINSA,93
Package-C,NIZAMABAD,NIRMAL,LOKESWARAM,RAJURA,GP,195453,16500275,911,945,04-07-2022,05-08-2022,150,501,2407,0,1906,,,,,,61710-01303,TELANGANA FIBER GRID CORPORATI,BHAINSA,34
Package-C,ADILABAD,ADILABAD,ADILABAD RURAL,JAMULDHARI,GP,279445,16502618,10,10,31-07-2022,23-08-2022,25,200,3756,0,3556,,,,,,60101-00131,FIBER GRID CORPORATION TELANGA,RURAL/ADILABAD,0
Package-C,ADILABAD,ADILABAD,ADILABAD RURAL,BURNOOR,GP,279438,16502616,990,990,21-07-2022,16-08-2022,150,1770,13913,746,12143,,,,,,60111-00246,FIBER GRID CORPORATION TELANGA,RURAL/ADILABAD,0
Package-C,NIZAMABAD,NIRMAL,LAXMICHANDA,PEECHARA,GP,195436,16504666,555,644,18-07-2022,26-08-2022,0,923,1068,0,145,,,,,,62206-01575,TELANGANA FIBER GIRD CORPORATI,TOWN/NIRMAL,89
Package-C,NIZAMABAD,NIRMAL,LAXMICHANDA,NARSAPUR(W),GP,195432,16504667,578,706,21-07-2022,16-08-2022,0,1333,2923,0,1590,,,,,,62203-00866,TELANGANA FIBER GIRD CORPORATI,TOWN/NIRMAL,128
Package-C,KARIMNAGAR,PEDDAPALLI,MUTHARAM,MYDAMBANDA,GP,201728,16508802,111,113,20-07-2022,18-08-2022,150,325,1973,0,1648,,,,,,25207-00689,TELANGANA FIBER GRID CORPORATI,MANTHANI,2
Package-C,KARIMNAGAR,JAGITYAL,PEGADAPALLE,YELLAPUR,GP,201801,16510557,221,223,07-07-2022,17-08-2022,0,175,175,0,0,,,,,,22520-01253,TELANGANA FIBER GIRD CORPORATI,MALLIAL,2
Package-C,NIZAMABAD,NIRMAL,NIRMAL RURAL,NIRMAL RURAL,Mandal,7336,16857815,2190,2693,16-07-2022,09-08-2022,166.45,5852,30797,0,24945,,,,,,61640-46449,TELANGANA FIBER GRID CORPORATI,TOWN/NIRMAL,503
Package-C,KARIMNAGAR,JAGITYAL,PEGADAPALLE,LEGALAMARRI,GP,201785,16510562,141,141,21-07-2022,14-08-2022,0,175,226,0,51,,,,,,22519-00566,TELANGANA FIBER GIRD CORPORATI,MALLIAL,0
Package-C,KARIMNAGAR,PEDDAPALLI,JULAPALLE,KEECHULATAPALLY,GP,278721,16512077,903,974,21-07-2022,16-08-2022,0,768,768,1062,0,,,,,,50026-00213,TELANGANA FIBER GRID CORPORATI,DHARMARAM,71
Package-C,KARIMNAGAR,PEDDAPALLI,JULAPALLE,KACHAPUR,GP,201349,16512078,702,756,19-07-2022,12-08-2022,0,623,2292,0,1669,,,,,,50004-01652,TELANGANA FIBER GRID CORPORATI,DHARMARAM,54
Package-C,KARIMNAGAR,PEDDAPALLI,JULAPALLE,VENKATRAOPALLI,GP,201354,16512079,754,799,21-07-2022,15-08-2022,0,545,545,0,0,,,,,,50007-00975,TELANGANA FIBER GRID CORPORATI,DHARMARAM,45
Package-C,KARIMNAGAR,PEDDAPALLI,JULAPALLE,KONARAOPETA,GP,278718,16512080,0,0,16-07-2022,10-08-2022,25,200,549,0,349,,,,,,50027-00516,TELANGANA FIBER GRID CORPORATI,DHARMARAM,0
Package-C,KARIMNAGAR,PEDDAPALLI,JULAPALLE,TELIKUNTA,GP,201353,16512081,612,703,18-07-2022,11-08-2022,0,972,972,0,0,,,,,,50011-01402,TELANGANA FIBER GRID CORPORATI,DHARMARAM,91
Package-C,KARIMNAGAR,PEDDAPALLI,JULAPALLE,CHEEMALAPETA,GP,278719,16512082,655,700,23-07-2022,16-08-2022,0,546,1278,696,732,,,,,,50021-00537,TELANGANA FIBER GRID CORPORATI,DHARMARAM,45
Package-C,KARIMNAGAR,PEDDAPALLI,JULAPALLE,NAGULAPALLI,GP,201351,16512083,515,557,22-07-2022,17-08-2022,0,520,520,0,0,,,,,,50023-00423,TELANGANA FIBER GRID CORPORATI,DHARMARAM,42
Package-C,KARIMNAGAR,PEDDAPALLI,MUTHARAM,CHINA ODELA,GP,201629,16512164,273,296,16-07-2022,05-08-2022,25,297,798,0,501,,,,,,25125-00471,TELANGANA FIBER GRID CORPORATI,MANTHANI,23
Package-C,KARIMNAGAR,JAGITYAL,SARANGAPUR,NAYAKAPU GUDEM,GP,279825,16512688,457,533,20-07-2022,17-08-2022,0,811,1992,0,1181,,,,,,22227-00002,TELANGANA FIBER GIRD CORPORATI,RURAL/JAGITYAL,76
Package-C,KARIMNAGAR,JAGITYAL,SARANGAPUR,BHEEM REDDY GUDEM,GP,279723,16512696,16,26,29-07-2022,12-08-2022,0,181,315,0,134,,,,,,22231-00002,TELANGANA FIBER GIRD CORPORATI,RURAL/JAGITYAL,10
Package-C,ADILABAD,ADILABAD,NARNOOR,UMRI,GP,195552,16514286,130,140,18-05-2022,24-07-2022,50,350,3513,0,3163,,,,,,61337-00202,TELANGANA FIBERGRID CORPORATIO,UTNOOR,10
Package-C,KARIMNAGAR,JAGITYAL,MALLIAL,MUTHYAMPET,GP,201590,16510584,666,701,15-07-2022,18-08-2022,0,358,358,198,0,,,,,,22307-01845,TELANGANA FIBER GRID CORPORATI,MALLIAL,35
Package-C,ADILABAD,MANCHERIAL,KOTAPALLE,ROYYALAPALLY,GP,280062,16515966,88,88,26-07-2022,24-08-2022,25,200,3652,0,3452,,,,,,64929-00254,TELANGANA FIBERGRID CORPORATIO,CHENNUR,0
Package-C,ADILABAD,MANCHERIAL,KOTAPALLE,EDULA BANDAM,GP,195348,16515968,150,160,22-07-2022,24-08-2022,25,206,3603,0,3397,,,,,,64926-00279,TELANGANA FIBERGRID CORPORATIO,CHENNUR,10
Package-C,ADILABAD,MANCHERIAL,KOTAPALLE,LINGANNAPET,GP,280066,16515970,263,263,03-07-2022,11-08-2022,25,200,4346,0,4146,,,,,,64930-00192,TELANGANA FIBERGRID CORPORATIO,CHENNUR,0
Package-C,ADILABAD,MANCHERIAL,KOTAPALLE,ALGAON,GP,195345,16515978,100,100,19-07-2022,20-08-2022,25,200,3773,0,3573,,,,,,64910-00516,TELANGANA FIBERGRID CORPORATIO,CHENNUR,0
Package-C,KARIMNAGAR,JAGITYAL,GOLLAPALLE,CHANDOLI,GP,201198,16516844,6,6,19-07-2022,07-08-2022,0,175,309,0,134,,,,,,22607-01045,TELANGANA FIBER GIRD CORPORATI,MALLIAL,0
Package-C,KARIMNAGAR,JAGITYAL,GOLLAPALLE,BONKUR,GP,201197,16516857,441,441,24-07-2022,17-08-2022,0,176,258,0,82,,,,,,22603-00616,TELANGANA FIBER GIRD CORPORATI,MALLIAL,0
Package-C,KARIMNAGAR,JAGITYAL,GOLLAPALLE,ABBAPUR,GP,201192,16516858,1617,1618,17-07-2022,12-08-2022,0,176,1524,1420,1348,,,,,,22621-00605,TELANGANA FIBER GIRD CORPORATI,MALLIAL,1
Package-C,KARIMNAGAR,JAGITYAL,GOLLAPALLE,ATMAKUR,GP,201194,16516859,734,762,11-07-2022,20-08-2022,0,308,308,216,0,,,,,,22602-01377,TELANGANA FIBER GIRD CORPORATI,MALLIAL,28
Package-C,KARIMNAGAR,PEDDAPALLI,JULAPALLE,BALARAJPALLY,GP,278720,16512075,962,1009,22-07-2022,17-08-2022,0,562,562,678,0,,,,,,50025-00197,TELANGANA FIBER GRID CORPORATI,DHARMARAM,47
Package-C,KARIMNAGAR,JAGITYAL,KODIMIAL,HIMMATHRAOPETA,GP,279864,16517519,1394,1448,19-07-2022,10-08-2022,0,623,1445,1240,822,,,,,,22422-01845,TELANGANA FIBER GIRD CORPORATI,MALLIAL,54
Package-C,KARIMNAGAR,JAGITYAL,KODIMIAL,KONAPUR,GP,201463,16517520,13,100,04-07-2022,06-08-2022,25,930,1064,0,134,,,,,,22406-00751,TELANGANA FIBER GIRD CORPORATI,MALLIAL,87
Package-C,KARIMNAGAR,JAGITYAL,KODIMIAL,THIRUMALAPUR,GP,201474,16517521,260,302,23-07-2022,22-08-2022,0,407,813,0,406,,,,,,22414-01107,TELANGANA FIBER GIRD CORPORATI,MALLIAL,42
Package-C,ADILABAD,ASIFABAD,KAGAZNAGAR,Kosini,GP,195296,16519362,1350,1547,24-05-2022,30-07-2022,341.74,2300,16597,1359,14297,,,,,,60907-00898,TELANGANA FIBER GRID CORPORATI,S.KAGAZNAGAR,197
Package-C,KARIMNAGAR,JAGITYAL,MALLIAL,THATIPALLY,GP,201600,16520824,1301,1353,19-07-2022,17-08-2022,0,606,948,1200,342,,,,,,22316-01548,TELANGANA FIBER GIRD CORPORATI,MALLIAL,52
Package-C,KARIMNAGAR,JAGITYAL,MALLAPUR,SIRPOOR,GP,201580,16521051,806,827,17-07-2022,18-08-2022,0,259,259,404,0,,,,,,23113-01827,TELANGANA FIBER GIRD CORPORATI,METPALLY,21
Package-C,KARIMNAGAR,JAGITYAL,BEERPUR,RANGASAGAR,GP,201905,16522746,1244,1290,26-07-2022,16-08-2022,0,554,997,1200,443,,,,,,22220-00457,TELANGANA FIBER GIRD CORPORATI,RURAL/JAGITYAL,46
Package-C,KARIMNAGAR,JAGITYAL,MALLIAL,BALVANTHAPUR,GP,201584,16537107,500,640,05-07-2022,10-08-2022,25,1432,2141,0,709,,,,,,22301-01049,TELANGANA FIBER GIRD CORPORATI,MALLIAL,140
Package-C,KARIMNAGAR,JAGITYAL,MALLIAL,SARVAPUR,GP,201598,16537108,615,617,04-07-2022,05-08-2022,0,176,548,0,372,,,,,,22315-00792,TELANGANA FIBER GIRD CORPORATI,MALLIAL,2
Package-C,KARIMNAGAR,JAGITYAL,MALLIAL,RAMANNAPET,GP,201596,16542135,995,1081,17-07-2022,18-08-2022,150,1047,4299,0,3252,,,,,,22310-01269,TELANGANA FIBAR GRID  CORPORAT,MALLIAL,86
Package-C,NIZAMABAD,NIRMAL,DILAWARPUR,DILAWARPUR,GP,195119,16801147,142,370,06-06-2022,08-08-2022,25,1907,4329,0,2422,,,,,,62007-03617,TELANAGANA FIBER GRID  CORPORA,TOWN/NIRMAL,228
Package-C,NIZAMABAD,NIRMAL,DASTURABAD,YERRAGUNTA,GP,281556,16542747,26,26,22-06-2022,28-07-2022,0,175,299,0,124,,,,,,62446-00131,TELANGANA FIBER GRID CORPORATI,KHANAPUR,0
Package-C,NIZAMABAD,NIRMAL,DASTURABAD,AKONDAPET,GP,281554,16542749,11,12,26-07-2022,24-08-2022,0,175,311,0,136,,,,,,62441-00566,TELANGANA FIBER GRID CORPORATI,KHANAPUR,1
Package-C,NIZAMABAD,NIRMAL,DASTURABAD,DASTURABAD,GP,195270,16542750,0,0,28-07-2022,27-08-2022,0,175,311,0,136,,,,,,62417-01360,TELANGANA FIBER GRID CORPORATI,KHANAPUR,0
Package-C,NIZAMABAD,NIRMAL,SOAN,Madhapur,GP,195590,16543602,153,154,28-07-2022,16-08-2022,0,175,175,0,0,,,,,,61628-01358,TELANGANA FIBER GRID  CORPORAT,TOWN/NIRMAL,1
Package-C,KARIMNAGAR,JAGITYAL,MALLIAL,POTHARAM,GP,201594,16537109,673,676,15-07-2022,17-08-2022,0,176,176,0,0,,,,,,22312-01757,TELANGANA FIBER GIRD CORPORATI,MALLIAL,3
Package-C,KARIMNAGAR,JAGITYAL,KODIMIAL,CHINTHALAPALLI,GP,279859,16547920,800,800,27-07-2022,20-08-2022,0,176,145,232,-31,,,,,,22415-00196,TELANGANA FIBER GRID CAROPORAT,MALLIAL,0
Package-C,KARIMNAGAR,PEDDAPALLI,MANTHANI,SURAIAHPALLI,GP,201650,16537335,491,493,24-07-2022,18-08-2022,25,210,1829,624,1619,,,,,,25112-00618,TELANGANA FIBER GRID CORPORATI,MANTHANI,2
Package-C,KARIMNAGAR,PEDDAPALLI,MANTHANI,MANTHANI,Mandal,5030,16547666,11992,11992,28-07-2022,22-08-2022,209.17,506,32427,10410,31921,,,,,,25111-08072,TELANGANA FIBER GRID CORPORATI,MANTHANI,0
Package-C,NIZAMABAD,NIRMAL,KUBEER,PARDI KHURD,GP,195402,16549142,361,499,12-05-2022,24-07-2022,300,1753,6736,0,4983,,,,,,62715-00430,TELANGANA FIBER GRID CORPORATI,BHAINSA,138
Package-C,NIZAMABAD,NIRMAL,SARANGPUR,DHANI,GP,195622,16550526,536,687,23-06-2022,19-08-2022,0,89,1888,5252,1799,,,,,,61915-01043,TELANGANA FIBER GRID CORPORATI,TOWN/NIRMAL,151
Package-C,KARIMNAGAR,PEDDAPALLI,MUTHARAM,GOPALPUR,GP,201632,16512176,95,96,19-07-2022,10-08-2022,25,200,604,0,404,,,,,,25124-00433,TELANGANA FIBER GRID CORPORATI,MANTHANI,1
Package-C,ADILABAD,ASIFABAD,WANKDI,VELGI,GP,195773,16566342,769,799,06-07-2022,28-08-2022,150,473,1888,0,1415,,,,,,60451-00158,TELANGANA FIBER GRID CORPORATI,ASIFABAD,30
Package-C,ADILABAD,ASIFABAD,WANKDI,LAXMIPUR,GP,281954,16566344,700,766,13-07-2022,29-08-2022,150,727,2055,0,1328,,,,,,60443-00086,TELANGANA FIBER GRID CORPORATI,ASIFABAD,66
Package-C,NIZAMABAD,NIRMAL,LOKESWARAM,BAMINI (K),GP,281505,16566600,999,1167,12-05-2022,16-07-2022,261.62,2022,12668,1410,10646,,,,,,61713-00501,TELANGANA FIBER GIRD CORPORATI,BHAINSA,168
Package-C,KARIMNAGAR,JAGITYAL,BEERPUR,CHITRAVENI GUDEM,GP,279836,16541071,945,945,21-08-2022,06-09-2022,0,210,706,2236,496,,,,,,22223-00244,TELANGANA FIBER GRID CORPORATI,RURAL/JAGITYAL,0
Package-C,NIZAMABAD,NIRMAL,LOKESWARAM,HAWARGA,GP,195442,16566873,800,1031,13-05-2022,19-07-2022,151.45,2496,9436,1539,6940,,,,,,61705-00357,TELANGANA FIBER GIRD CORPORATI,BHAINSA,231
Package-C,KARIMNAGAR,JAGITYAL,VELGATOOR,SANKENAPALLI,GP,279248,16570410,330,330,05-07-2022,09-08-2022,25,200,335,0,135,,,,,,48005-00435,CORPORATION TELANGANA FIBER GR,RURAL/JAGITYAL,0
Package-C,KARIMNAGAR,JAGITYAL,VELGATOOR,KISHANRAOPET,GP,202051,16570411,345,355,15-07-2022,10-08-2022,25,206,482,0,276,,,,,,48004-01113,CORPORATION TELANGANA FIBER GR,RURAL/JAGITYAL,10
Package-C,NIZAMABAD,NIRMAL,DASTURABAD,DASTURABAD,Mandal,7198,16683625,3980,4120,28-07-2022,27-08-2022,590.76,2170,42857,1994,40687,,,,,,62417-01384,TELANGANA FIBER GRID CORPORATI,KHANAPUR,140
Package-C,KARIMNAGAR,PEDDAPALLI,PALAKURTHY,KANNALA,GP,201382,16571005,10,10,05-07-2022,04-08-2022,25,200,740,0,540,,,,,,24602-01499,TELANGANA FIBER GRID CARPORATI,RAMAGUNDAM,0
Package-C,ADILABAD,ADILABAD,KONDAPUR,KONDAPUR,GP,281394,16596184,320,380,15-05-2022,11-07-2022,50,646,5292,0,4646,,,,,,61225-00158,TELANGANA FIBER GRID CORPORATI,UTNOOR,60
,,,,,,,16597259,435,572,04-05-2022,14-07-2022,10,457,461,0,4,,,,,,21249-00326,LINGAIAH NAREDLA,JAMMIKUNTA  ,137
Package-C,NIZAMABAD,NIRMAL,MAMDA,MAMDA,Mandal,4666,16599911,5533,6819,07-06-2022,10-08-2022,0,6302,13947,6718,7645,,,,,,62117-02277,TELANGANA FIBER GRID CORPORATI,KHANAPUR,1286
Package-C,ADILABAD,MANCHERIAL,DANDEPALLE,DHARMARAOPET,GP,195100,16901881,684,684,21-07-2022,23-08-2022,25,201,6398,0,6197,,,,,,63017-00418,TELANGANA FIBER GRID CORPORATI,LUXETTIPET,0
Package-C,ADILABAD,ADILABAD,BELA,KOBHAI,GP,194994,16620096,1015,1050,29-07-2022,21-08-2022,150,508,10712,0,10204,,,,,,60528-00360,TELANGANA FIBER GRID CORPORATI,TOWN/ADILABAD,35
Package-C,ADILABAD,ADILABAD,NERADIGONDA,NERADIGONDA,GP,195571,16624219,515,648,06-07-2022,06-08-2022,150,1510,8340,0,6830,,,,,,60901-02500,TELANGANA FIBER GRID CORPORATI,RURAL/ADILABAD,133
Package-C,ADILABAD,ADILABAD,GADIGUDA,GADIGUDA,GP,195535,16645768,1328,1413,20-07-2022,11-08-2022,0,925,2315,1340,1390,,,,,,61329-00275,TELANGANA FIBER GRID CORPORATI,UTNOOR,85
Package-C,ADILABAD,ADILABAD,ADILABAD RURAL,RAMAI,GP,194926,16647921,25,25,21-07-2022,22-08-2022,25,200,2863,0,2663,,,,,,60123-00614,TELANGANA FIBER GRID CORPORATI,RURAL/ADILABAD,0
Package-C,ADILABAD,ADILABAD,ADILABAD RURAL,NEW RAMPUR,GP,278242,16647922,45,45,17-07-2022,16-08-2022,25,200,3023,0,2823,,,,,,60154-00229,TELANGANA FIBER GRID CORPORATI,RURAL/ADILABAD,0
Package-C,KARIMNAGAR,PEDDAPALLI,ANTARGOAN,ANTHERGOAN,GP,201852,16543732,2,2,22-07-2022,20-08-2022,25,200,1495,0,1295,,,,,,50307-01117,TELANGANA FIBER GRID CORPORATI,RAMAGUNDAM,0
Package-C,KARIMNAGAR,PEDDAPALLI,ANTARGOAN,ANTARGOAN,Mandal,7235,16721806,1514,1699,16-06-2022,21-08-2022,150,-2601,8547,10986,11148,,,,,,50307-00965,TELANGANA FIBER GRID CORPORATI,RAMAGUNDAM,185
Package-C,ADILABAD,ASIFABAD,KAGAZNAGAR,Ngos Colony,GP,289447,16496094,602,756,23-01-2022,29-05-2022,50,834,7247,0,6413,,,,,,60922-00559,TELANGANA FIBER GRID CORPORATI,S.KAGAZNAGAR,154
Package-C,KARIMNAGAR,KARIMNAGAR,GANGADHARA,ISLAMPUR,GP,278010,16742304,350,451,10-05-2022,07-07-2022,300,1485,4071,261,2586,,,,,,20510-00269,TELANGANA FIBER GRID,GUNDI,101
Package-C,KARIMNAGAR,PEDDAPALLI,PALAKURTHY,RANAPUR,GP,201389,16849844,15,15,17-07-2022,11-08-2022,25,200,816,0,616,,,,,,24603-00878,TELANGANA FIBER GRID CORPORATI,RAMAGUNDAM,0
Package-C,KARIMNAGAR,PEDDAPALLI,DHARMARAM,BOTLAVANAPARTHY,GP,201083,16736288,0,0,23-07-2022,17-08-2022,25,200,3780,0,3580,,,,,,49007-01662,TELANGANA FIBER GRID CORPORATI,DHARMARAM,0
Package-C,ADILABAD,ADILABAD,ADILABAD RURAL,YESHWANTHGUDA,GP,280866,16502625,1393,1430,21-07-2022,24-08-2022,198.98,572,16315,1460,15743,,,,,,60164-00016,FIBER GRID CORPORATION TELANGA,RURAL/ADILABAD,37
Package-C,KARIMNAGAR,PEDDAPALLI,DHARMARAM,BOMMAREDDIPALLI,GP,201082,16762350,2,5,20-07-2022,12-08-2022,0,175,175,0,0,,,,,,49010-04758,TELANGANA FIBER GRID CORPORATI,DHARMARAM,3
Package-C,KARIMNAGAR,PEDDAPALLI,PALAKURTHY,KURMAPALLI,GP,278760,16517973,794,864,23-07-2022,18-08-2022,0,759,1768,0,1009,,,,,,55315-00310,TELANGANA FIBER GRID CORPORATI,PEDDAPALLY,70
Package-C,ADILABAD,ADILABAD,BELA,SHAMSHABAD,GP,281034,16775358,150,190,27-07-2022,22-08-2022,25,418,3743,0,3325,,,,,,60506-00107,TELANGANA FIBER GRID CORPORATI,TOWN/ADILABAD,40
Package-C,ADILABAD,ADILABAD,BELA,SONKHOS,GP,194999,16775361,225,250,27-07-2022,22-08-2022,25,312,4461,0,4149,,,,,,60539-00362,TELANGANA FIBER GRID CORPORATI,TOWN/ADILABAD,25
Package-C,ADILABAD,ADILABAD,BELA,JUNONI,GP,194992,16775379,420,450,26-07-2022,22-08-2022,150,472,5743,540,5271,,,,,,60537-00324,TELANGANA FIBER GRID CORPORATI,TOWN/ADILABAD,30
Package-C,ADILABAD,MANCHERIAL,DANDEPALLE,GUDEM,GP,195102,16901884,164,164,20-07-2022,18-08-2022,25,200,3335,0,3135,,,,,,63022-01208,TELANGANA FIBERGRID CORPORATIO,LUXETTIPET,0
Package-C,ADILABAD,MANCHERIAL,DANDEPALLE,DWARAKA,GP,195101,16901882,531,535,21-07-2022,16-08-2022,150,325,8477,0,8152,,,,,,63011-00414,TELANGANA FIBER GRID CORPORATI,LUXETTIPET,4
Package-C,ADILABAD,MANCHERIAL,JANNARAM,JANNARAM,GP,195250,16547154,762,992,05-06-2022,02-08-2022,150,1166,12199,352,11033,,,,,,62914-05062,TELANGABNA FIBER GRID CORPORAT,LUXETTIPET,230
Package-C,KARIMNAGAR,JAGITYAL,BEERPUR,CHINNA KOLWAI,GP,279832,16522744,1105,1113,29-07-2022,25-08-2022,0,176,131,922,-45,,,,,,22232-01663,TELANGANA FIBER GIRD CORPORATI,RURAL/JAGITYAL,8
Package-C,KARIMNAGAR,KARIMNAGAR,CHOOPADANDI,MANGALAPALLI,GP,257885,16545202,57,57,18-05-2022,06-07-2022,50,351,726,0,375,,,,,,20715-01023,TELANGANA FIBER GRID CORPORATI,GUNDI,0
Package-C,KARIMNAGAR,KARIMNAGAR,CHOOPADANDI,REVELLI,GP,201050,16566473,1,1,21-05-2022,29-07-2022,50,400,775,0,375,,,,,,20716-02268,TELANGANA FIBER GRID CORPORATI,GUNDI,0
Package-C,KARIMNAGAR,KARIMNAGAR,CHOOPADANDI,KURMAPALLI,GP,201048,16545188,0,0,20-05-2022,21-07-2022,50,400,775,0,375,,,,,,20714-00338,TELANGANA FIBER GRID CORPORATI,GUNDI,0
Package-C,KARIMNAGAR,KARIMNAGAR,GANGADHARA,KACHIREDDYPALLY,GP,201177,16742544,407,557,11-05-2022,18-07-2022,300,1904,4849,366,2945,,,,,,20505-00556,TELANGANA FIBER GRID,GUNDI,150
Package-C,KARIMNAGAR,KARIMNAGAR,GANNERUVARAM,Ganneruvaram,GP,200939,16540564,1227,1294,19-07-2022,09-08-2022,0,734,2014,370,1280,,,,,,20550-03089,TELANGANA FIBER GRID CORPORATI,ALUGUNUR,67
Package-C,KARIMNAGAR,KARIMNAGAR,GANNERUVARAM,Jangapally,GP,200946,16540568,1003,1096,17-07-2022,21-08-2022,150,1107,11321,814,10214,,,,,,20557-01326,TELANGANA FIBER GRID CORPORATI,ALUGUNUR,93
Package-C,KARIMNAGAR,JAGITYAL,KODIMIAL,DAMMAIAHPETA,GP,279850,16517518,5,5,21-07-2022,16-08-2022,0,175,175,0,0,,,,,,22424-00582,TELANGANA FIBER GIRD CORPORATI,MALLIAL,0
Package-C,KARIMNAGAR,JAGITYAL,KODIMIAL,SURAMPET,GP,201472,16517522,90,319,18-07-2022,11-08-2022,25,2372,3212,0,840,,,,,,22412-00830,TELANGANA FIBER GIRD CORPORATI,MALLIAL,229
Package-C,ADILABAD,ASIFABAD,WANKDI,WANKDI,Mandal,4685,16548370,15569,16509,26-07-2022,25-08-2022,573.3,10774,68375,18086,57601,,,,,,60401-02690,TELANGANA FIBER GRID CORPORATI,ASIFABAD,940
Package-C,KARIMNAGAR,KARIMNAGAR,MANAKONDURU,UTOOR,GP,201622,16773041,30,43,18-05-2022,21-07-2022,50,401,2654,0,2253,,,,,,20216-02090,TELANGANA FIBER GRID CORPORATI,ALUGUNUR,13
Package-C,KARIMNAGAR,PEDDAPALLI,PEDDAPALLI,PEDDAKALVALA,GP,201768,16517994,935,938,21-07-2022,10-08-2022,0,176,624,922,448,,,,,,55302-01378,TELANGANA FIBER GRID CORPORATI,PEDDAPALLY,3
Package-C,KARIMNAGAR,KARIMNAGAR,SHANKARAPATNAM,KANAPUR,GP,201920,16649108,8,8,05-07-2022,07-08-2022,25,200,3070,0,2870,,,,,,21607-01155,TELANGANA FIBER GRID CORPORATI,HUZURABAD,0
Package-C,ADILABAD,ASIFABAD,KERAMERI,KERAMERI,Mandal,4657,16581678,8408,8774,23-07-2022,18-08-2022,1202.74,5127,94961,11096,89834,,,,,,61102-02336,TELANGANA FIBER GRID CORPORATI,ASIFABAD,366
Package-C,KARIMNAGAR,JAGITYAL,VELGATOOR,KOTILINGALA,GP,282003,16778042,85,85,10-06-2022,12-08-2022,0,175,486,0,311,,,,,,48027-01068,TELANGANA FIBER GIRD CORPORATI,RURAL/JAGITYAL,0
Package-C,ADILABAD,ADILABAD,ADILABAD RURAL,LANDASANGVI,GP,194921,16760517,178,178,22-07-2022,11-08-2022,25,481,4147,0,3666,,,,,,60130-00822,TELANGANA FIBER GRID CORPORATI,RURAL/ADILABAD,0
Package-C,ADILABAD,ADILABAD,ADILABAD RURAL,KUMBHAJHERI,GP,194920,16760515,70,70,19-06-2022,21-08-2022,25,354,3758,0,3404,,,,,,60124-00171,TELANGANA FIBER GRID CORPORATI,RURAL/ADILABAD,0
Package-C,ADILABAD,ADILABAD,BELA,GUDA,GP,194991,16722817,802,825,22-07-2022,22-08-2022,150,423,9251,404,8828,,,,,,60536-00297,TELANGANA FIBER GRID CORPORATI,TOWN/ADILABAD,23
Package-C,ADILABAD,ADILABAD,BELA,MANIYARPUR,GP,280985,16722816,598,684,16-06-2022,24-08-2022,150,-67,7648,198,7715,,,,,,60545-00194,TELANGANA FIBER GRID CORPORATI,TOWN/ADILABAD,86
Package-C,ADILABAD,ADILABAD,BELA,EKORI,GP,280992,16812914,283,320,13-06-2022,22-08-2022,150,-35,3737,644,3772,,,,,,60517-00163,TELANGANA FIBER GRID CORPORATI,TOWN/ADILABAD,37
Package-C,ADILABAD,ADILABAD,BELA,TAKLI,GP,195001,16813749,165,254,27-07-2022,28-08-2022,25,947,3066,0,2119,,,,,,60513-00313,TELANGANA FIBER GRID CORPORATI,TOWN/ADILABAD,89
Package-C,ADILABAD,MANCHERIAL,DANDEPALLE,PEDDAPET,GP,195115,16901883,605,605,20-07-2022,16-08-2022,150,325,9526,0,9201,,,,,,63018-00706,TELANGANA FIBER GRID CORPORATI,LUXETTIPET,0
Package-C,ADILABAD,ADILABAD,GADIGUDA,KHANDOW,GP,195538,16684592,424,475,11-05-2022,21-07-2022,300,845,5278,147,4433,,,,,,61359-00245,TELANGANA FIBER GRID CORPORATI,UTNOOR,51
Package-C,KARIMNAGAR,KARIMNAGAR,THIMMAPUR,THIMMAPUR,Mandal,5048,16611557,15899,16450,20-07-2022,11-08-2022,536.96,6588,49542,25740,42954,,,,,,20313-02924,TELANGANA FIBER GRID CORPORATI,ALUGUNUR,551
